,poverty_percentage,join_key
4168,3.3,"(798.0, 2010)"
4169,3.3,"(798.0, 2011)"
4170,3.3,"(798.0, 2012)"
4171,3.3,"(798.0, 2013)"
4172,3.3,"(798.0, 2014)"
4173,3.3,"(798.0, 2015)"
4174,3.3,"(798.0, 2016)"
4175,3.3,"(798.0, 2017)"
4176,3.3,"(798.0, 2018)"
4177,3.3,"(798.0, 2019)"
4178,3.3,"(798.0, 2020)"
4179,3.3,"(798.0, 2021)"
4190,45.3,"(800.0, 2010)"
4191,45.3,"(800.0, 2011)"
4192,35.7,"(800.0, 2012)"
4193,35.7,"(800.0, 2013)"
4194,35.7,"(800.0, 2014)"
4195,35.7,"(800.0, 2015)"
4196,41.3,"(800.0, 2016)"
4197,41.3,"(800.0, 2017)"
4198,41.3,"(800.0, 2018)"
4199,41.3,"(800.0, 2019)"
4200,41.3,"(800.0, 2020)"
4201,41.3,"(800.0, 2021)"
4212,0.0,"(804.0, 2010)"
4213,0.0,"(804.0, 2011)"
4214,0.0,"(804.0, 2012)"
4215,0.0,"(804.0, 2013)"
4216,0.0,"(804.0, 2014)"
4217,0.0,"(804.0, 2015)"
4218,0.0,"(804.0, 2016)"
4219,0.0,"(804.0, 2017)"
4220,0.0,"(804.0, 2018)"
4221,0.0,"(804.0, 2019)"
4222,0.0,"(804.0, 2020)"
4223,0.0,"(804.0, 2021)"
4234,10.4,"(807.0, 2010)"
4235,9.1,"(807.0, 2011)"
4236,6.9,"(807.0, 2012)"
4237,5.2,"(807.0, 2013)"
4238,4.5,"(807.0, 2014)"
4239,5.5,"(807.0, 2015)"
4240,4.3,"(807.0, 2016)"
4241,4.6,"(807.0, 2017)"
4242,3.4,"(807.0, 2018)"
4243,3.4,"(807.0, 2019)"
4244,3.4,"(807.0, 2020)"
4245,3.4,"(807.0, 2021)"
4256,2.2,"(818.0, 2010)"
4257,2.2,"(818.0, 2011)"
4258,1.5,"(818.0, 2012)"
4259,1.5,"(818.0, 2013)"
4260,1.5,"(818.0, 2014)"
4261,1.6,"(818.0, 2015)"
4262,1.6,"(818.0, 2016)"
4263,3.8,"(818.0, 2017)"
4264,3.8,"(818.0, 2018)"
4265,3.8,"(818.0, 2019)"
4266,3.8,"(818.0, 2020)"
4267,3.8,"(818.0, 2021)"
4278,0.1,"(826.0, 2010)"
4279,0.4,"(826.0, 2011)"
4280,0.2,"(826.0, 2012)"
4281,0.2,"(826.0, 2013)"
4282,0.2,"(826.0, 2014)"
4283,0.1,"(826.0, 2015)"
4284,0.2,"(826.0, 2016)"
4285,0.3,"(826.0, 2017)"
4286,0.3,"(826.0, 2018)"
4287,0.3,"(826.0, 2019)"
4288,0.3,"(826.0, 2020)"
4289,0.3,"(826.0, 2021)"
4300,60.3,"(834.0, 2010)"
4301,49.6,"(834.0, 2011)"
4302,49.6,"(834.0, 2012)"
4303,49.6,"(834.0, 2013)"
4304,49.6,"(834.0, 2014)"
4305,49.6,"(834.0, 2015)"
4306,49.6,"(834.0, 2016)"
4307,49.4,"(834.0, 2017)"
4308,49.4,"(834.0, 2018)"
4309,49.4,"(834.0, 2019)"
4310,49.4,"(834.0, 2020)"
4311,49.4,"(834.0, 2021)"
4322,1.0,"(840.0, 2010)"
4323,1.0,"(840.0, 2011)"
4324,1.0,"(840.0, 2012)"
4325,1.0,"(840.0, 2013)"
4326,1.2,"(840.0, 2014)"
4327,1.2,"(840.0, 2015)"
4328,1.0,"(840.0, 2016)"
4329,1.2,"(840.0, 2017)"
4330,1.0,"(840.0, 2018)"
4331,1.0,"(840.0, 2019)"
4332,1.0,"(840.0, 2020)"
4333,1.0,"(840.0, 2021)"
4344,55.4,"(854.0, 2010)"
4345,55.4,"(854.0, 2011)"
4346,55.4,"(854.0, 2012)"
4347,55.4,"(854.0, 2013)"
4348,43.8,"(854.0, 2014)"
4349,43.8,"(854.0, 2015)"
4350,43.8,"(854.0, 2016)"
4351,43.8,"(854.0, 2017)"
4352,43.8,"(854.0, 2018)"
4353,43.8,"(854.0, 2019)"
4354,43.8,"(854.0, 2020)"
4355,43.8,"(854.0, 2021)"
4366,0.2,"(858.0, 2010)"
4367,0.1,"(858.0, 2011)"
4368,0.2,"(858.0, 2012)"
4369,0.2,"(858.0, 2013)"
4370,0.1,"(858.0, 2014)"
4371,0.1,"(858.0, 2015)"
4372,0.1,"(858.0, 2016)"
4373,0.1,"(858.0, 2017)"
4374,0.1,"(858.0, 2018)"
4375,0.1,"(858.0, 2019)"
4376,0.1,"(858.0, 2020)"
4377,0.1,"(858.0, 2021)"
4388,61.6,"(860.0, 2010)"
4389,61.6,"(860.0, 2011)"
4390,61.6,"(860.0, 2012)"
4391,61.6,"(860.0, 2013)"
4392,61.6,"(860.0, 2014)"
4393,61.6,"(860.0, 2015)"
4394,61.6,"(860.0, 2016)"
4395,61.6,"(860.0, 2017)"
4396,61.6,"(860.0, 2018)"
4397,61.6,"(860.0, 2019)"
4398,61.6,"(860.0, 2020)"
4399,61.6,"(860.0, 2021)"
4410,6.7,"(862.0, 2010)"
4411,6.7,"(862.0, 2011)"
4412,6.7,"(862.0, 2012)"
4413,6.7,"(862.0, 2013)"
4414,6.7,"(862.0, 2014)"
4415,6.7,"(862.0, 2015)"
4416,6.7,"(862.0, 2016)"
4417,6.7,"(862.0, 2017)"
4418,6.7,"(862.0, 2018)"
4419,6.7,"(862.0, 2019)"
4420,6.7,"(862.0, 2020)"
4421,6.7,"(862.0, 2021)"
4432,0.6,"(882.0, 2010)"
4433,0.6,"(882.0, 2011)"
4434,0.6,"(882.0, 2012)"
4435,1.1,"(882.0, 2013)"
4436,1.1,"(882.0, 2014)"
4437,1.1,"(882.0, 2015)"
4438,1.1,"(882.0, 2016)"
4439,1.1,"(882.0, 2017)"
4440,1.1,"(882.0, 2018)"
4441,1.1,"(882.0, 2019)"
4442,1.1,"(882.0, 2020)"
4443,1.1,"(882.0, 2021)"
4454,9.4,"(887.0, 2010)"
4455,9.4,"(887.0, 2011)"
4456,9.4,"(887.0, 2012)"
4457,9.4,"(887.0, 2013)"
4458,18.3,"(887.0, 2014)"
4459,18.3,"(887.0, 2015)"
4460,18.3,"(887.0, 2016)"
4461,18.3,"(887.0, 2017)"
4462,18.3,"(887.0, 2018)"
4463,18.3,"(887.0, 2019)"
4464,18.3,"(887.0, 2020)"
4465,18.3,"(887.0, 2021)"
4476,65.8,"(894.0, 2010)"
4477,65.8,"(894.0, 2011)"
4478,65.8,"(894.0, 2012)"
4479,65.8,"(894.0, 2013)"
4480,65.8,"(894.0, 2014)"
4481,58.7,"(894.0, 2015)"
4482,58.7,"(894.0, 2016)"
4483,58.7,"(894.0, 2017)"
4484,58.7,"(894.0, 2018)"
4485,58.7,"(894.0, 2019)"
4486,58.7,"(894.0, 2020)"
4487,58.7,"(894.0, 2021)"
